Domain,mean,std,rank,percentile_rank
EIF_2_alpha,264.983,0.0,5995.0,93.39460975229787
DUF5110,262.3653333333332,297.4327687436271,5994.0,93.37903100171366
ProRS-C,262.271,0.0,5993.0,93.36345225112946
LEAP-2,262.007,,5992.0,93.34787350054525
COX5A,261.355,0.0,5991.0,93.33229474996105
ATP-synt,261.0775,173.3479345146633,5990.0,93.31671599937684
ERM,260.97104166666657,367.4451068304038,5989.0,93.30113724879264
Proteasome,260.82512500000007,110.33397168021075,5988.0,93.28555849820845
Vinculin,260.1375903614455,276.19361236931354,5987.0,93.26997974762423
zf-CHCC,258.853,0.0,5986.0,93.25440099704004
dsDNA_bind,257.067,0.0,5985.0,93.23882224645584
A1_Propeptide,255.990875,190.03000548891396,5984.0,93.22324349587163
5_3_exonuc,254.87,0.0,5983.0,93.20766474528742
Phospholamban,254.468,,5982.0,93.19208599470322
SPC25,253.63399999999996,0.0,5981.0,93.17650724411901
Chromo_shadow,253.42945454545455,116.67769676108938,5980.0,93.16092849353481
Mitofilin,252.376,0.0,5979.0,93.14534974295061
ETC_C1_NDUFA5,252.296,0.0,5978.0,93.12977099236642
I_LWEQ,251.9135882352939,311.10126990692936,5977.0,93.1141922417822
Ribosomal_S30,251.7,0.0,5976.0,93.098613491198
Peptidase_C26,251.296,,5975.0,93.0830347406138
Prp19,251.271,0.0,5974.0,93.06745599002959
RtcB,250.711,,5973.0,93.05187723944539
DERM,250.216,,5972.0,93.03629848886119
ALAD,249.033,0.0,5971.0,93.02071973827698
AIF_C,247.783,0.0,5970.0,93.00514098769278
Chisel,245.916,,5969.0,92.98956223710859
Ufm1,244.992,,5968.0,92.97398348652438
Ligase_CoA,244.91122222222222,69.42265940018753,5967.0,92.95840473594016
EFG_III,244.88431249999994,454.8205630226379,5965.5,92.93503661006388
EFG_IV,244.88431249999994,454.8205630226379,5965.5,92.93503661006388
hnRNP_Q_AcD,244.47199999999998,4.585999999999993,5964.0,92.91166848418756
DUF3459,244.01499999999993,0.0,5963.0,92.89608973360336
Ubiq-Cytc-red_N,243.748,0.0,5961.5,92.87272160772706
UCR_TM,243.748,0.0,5961.5,92.87272160772706
UPF0184,243.667,,5960.0,92.84935348185076
OCD_Mu_crystall,242.552,0.0,5959.0,92.83377473126654
Nudc_N,241.76100000000002,132.87,5958.0,92.81819598068235
Kindlin_2_N,241.01738461538466,128.1522301987877,5957.0,92.80261723009814
Voldacs,240.50799999999998,0.0,5956.0,92.78703847951394
Phos_pyr_kin,240.01,0.0,5955.0,92.77145972892974
NDUF_B6,238.365,,5954.0,92.75588097834553
Alpha-amylase,237.8441785714287,112.67026644612591,5953.0,92.74030222776133
Myosin_N,237.83816129032263,372.77340815595534,5952.0,92.72472347717712
Peptidase_S41,237.18,0.0,5950.5,92.70135535130082
Peptidase_S41_N,237.18,0.0,5950.5,92.70135535130082
SecE,236.67,,5949.0,92.67798722542452
E1_DerP2_DerF2,235.27090909090913,71.4650759818452,5948.0,92.6624084748403
Arginase,234.40600000000003,194.08880706779564,5947.0,92.64682972425611
23ISL,234.299,0.0,5946.0,92.63125097367191
B12D,234.163,91.49657486485495,5945.0,92.61567222308771
Pro-kuma_activ,233.806,0.0,5944.0,92.6000934725035
Citrate_bind,233.803,0.0,5943.0,92.58451472191929
Ribosomal_S8e,233.70375,310.5935,5942.0,92.5689359713351
Linker_histone,233.336222222222,251.13459836329216,5941.0,92.55335722075088
GST_C,232.5372747252748,336.72174963290666,5940.0,92.53777847016669
SURF4,232.165,0.0,5939.0,92.52219971958249
PFK,232.09739999999982,46.014103238697786,5938.0,92.50662096899828
EFG_C,231.85041176470583,443.64500355169383,5937.0,92.49104221841408
Band,230.18817647058813,227.48484179264005,5936.0,92.47546346782988
Fascin,229.71942857142858,198.39254974202746,5935.0,92.45988471724567
Rad60-SLD,229.1693571428571,159.28926768599183,5934.0,92.44430596666146
Cytochrom_C1,229.117,,5933.0,92.42872721607726
PEPCK_N,229.11528571428565,83.52825871267416,5931.5,92.40535909020096
PEPCK_GTP,229.11528571428565,83.52825871267416,5931.5,92.40535909020096
Cu_amine_oxid,228.5455,169.59962216349422,5929.0,92.36641221374046
Cu_amine_oxidN2,228.5455,169.59962216349422,5929.0,92.36641221374046
Cu_amine_oxidN3,228.5455,169.59962216349422,5929.0,92.36641221374046
XPC-binding,227.97800000000004,77.91627342218058,5927.0,92.33525471257205
CH,227.75601739130457,485.3982612937296,5926.0,92.31967596198784
ITI_HC_C,227.72247058823532,217.78947575643943,5925.0,92.30409721140363
AIF-MLS,227.70999999999998,44.884592512353265,5924.0,92.28851846081943
Caveolin,227.3594,196.39111523768074,5923.0,92.27293971023524
UcrQ,227.242,,5922.0,92.25736095965104
DUF4149,226.631,0.0,5921.0,92.24178220906683
PITH,225.65666666666667,78.65899999999999,5920.0,92.22620345848263
Calpain_inhib,224.98300000000015,0.0,5919.0,92.21062470789843
TIP49_C,223.5313636363636,27.403130522889988,5918.0,92.19504595731422
ARMET_N,223.40766666666664,183.6811013913335,5917.0,92.17946720673001
MaoC_dehydrat_N,222.32,0.0,5916.0,92.16388845614581
COX17,222.306,0.0,5915.0,92.1483097055616
FoP_duplication,222.14766666666665,25.872561548224528,5914.0,92.1327309549774
RasGAP_C,222.12980000000007,173.67294617478157,5913.0,92.11715220439321
DUF2076,221.911,0.0,5912.0,92.10157345380901
RPN2_C,221.544,0.0,5911.0,92.0859947032248
Dak1,221.363,0.0,5909.5,92.0626265773485
Dak2,221.363,0.0,5909.5,92.0626265773485
DDOST_48kD,221.317,0.0,5908.0,92.03925845147218
FGAR-AT_N,221.20900000000003,0.0,5906.5,92.01589032559589
FGAR-AT_linker,221.20900000000003,0.0,5906.5,92.01589032559589
PC_rep,221.12618367346937,62.46278851866976,5905.0,91.99252219971957
SHMT,220.75322222222215,14.60697941781319,5904.0,91.97694344913538
Ribosomal_L7Ae,220.27437931034478,259.13308149377247,5903.0,91.96136469855118
Connexin,220.26223255813957,355.04696613740157,5902.0,91.94578594796697
RLL,220.031,0.0,5901.0,91.93020719738276
SAF,219.529,0.0,5899.5,91.90683907150647
NeuB,219.529,0.0,5899.5,91.90683907150647
PPR_long,219.17599999999996,128.31582075848274,5898.0,91.88347094563015
Nuc_deoxyrib_tr,218.898,0.0,5897.0,91.86789219504595
MAP1B_neuraxin,218.73099999999985,0.0,5896.0,91.85231344446176
MISS,218.436,,5895.0,91.83673469387755
PP28,218.137,0.0,5894.0,91.82115594329335
COPI_C,217.455,,5893.0,91.80557719270914
NAP,217.25254545454536,250.44841030459324,5892.0,91.78999844212493
SBDS_C,216.855,0.0,5890.5,91.76663031624864
SBDS,216.855,0.0,5890.5,91.76663031624864
Parathyroid,216.16625,133.1415,5889.0,91.74326219037233
TPD52,215.6067692307692,106.48472709122332,5888.0,91.72768343978812
LSM,215.04216279069772,156.6619050653699,5887.0,91.71210468920393
SOUL,214.59,15.081540620904766,5886.0,91.69652593861971
HS1_rep,214.05663636363633,38.36761773825802,5885.0,91.68094718803552
Dynein_light,213.89857142857142,139.96177925164324,5884.0,91.6653684374513
NAC,213.70048000000003,59.36592676437666,5883.0,91.64978968686711
Biliv-reduc_cat,213.625,0.0,5882.0,91.6342109362829
PNTB,213.44633333333329,76.37697441379869,5881.0,91.6186321856987
TDP43_N,213.4209999999999,0.0,5880.0,91.6030534351145
RAD51_interact,213.22783333333334,101.90163103781344,5879.0,91.5874746845303
VBS,213.04380000000006,284.1734137567613,5878.0,91.5718959339461
HATPase_c,212.86938372093024,441.90771354313506,5877.0,91.55631718336188
ATP-grasp,212.60985714285715,30.794026062580016,5876.0,91.54073843277769
MCM2_N,212.369,0.0,5875.0,91.52515968219348
ALIX_LYPXL_bnd,211.996,160.50461825131387,5874.0,91.50958093160928
CDV3,210.88099999999997,50.285872297567565,5873.0,91.49400218102508
Keratin_B2,210.66616778523488,523.5323711311796,5872.0,91.47842343044087
COesterase,210.33413157894748,308.81391832344525,5871.0,91.46284467985667
NDUF_B4,209.677,0.0,5870.0,91.44726592927248
DHHA1,208.928,146.48819705013779,5869.0,91.43168717868826
Humanin,208.63949999999997,373.4957911913689,5868.0,91.41610842810405
ATP-synt_ab_Xtn,208.586,0.0,5867.0,91.40052967751986
Transglut_C,208.1265384615386,168.59368652804335,5866.0,91.38495092693566
ApoM,208.067,0.0,5865.0,91.36937217635145
NIPSNAP,207.41600000000005,77.61113978107555,5864.0,91.35379342576725
Str_synth,206.433,0.0,5862.5,91.33042529989095
APMAP_N,206.433,0.0,5862.5,91.33042529989095
Transformer,206.19480000000004,168.19354751357142,5861.0,91.30705717401464
Phosphorylase,205.42400000000004,64.40178445897287,5860.0,91.29147842343043
S36_mt,205.259,0.0,5859.0,91.27589967284622
HYPK_UBA,203.68620833333333,57.93963509586221,5858.0,91.26032092226203
Glucosamine_iso,203.21330000000003,85.01812728281998,5857.0,91.24474217167783
Transglut_N,202.77437037037032,169.26503770217607,5856.0,91.22916342109363
Aconitase_C,202.759375,271.71825977810045,5855.0,91.21358467050942
SSrecog,202.549,0.0,5853.5,91.19021654463312
POB3_N,202.549,0.0,5853.5,91.19021654463312
SDA1,201.99795238095243,323.2103871198257,5852.0,91.16684841875681
Aldo_ket_red,201.9492777777777,174.14155292759656,5851.0,91.1512696681726
DAD,201.466,0.0,5850.0,91.1356909175884
PhzC-PhzF,201.251,0.0,5849.0,91.1201121670042
U6-snRNA_bdg,200.76200000000003,0.0,5845.5,91.06558653995948
PROCT,200.76200000000003,0.0,5845.5,91.06558653995948
U5_2-snRNA_bdg,200.76200000000003,0.0,5845.5,91.06558653995948
PROCN,200.76200000000003,0.0,5845.5,91.06558653995948
PRO8NT,200.76200000000003,0.0,5845.5,91.06558653995948
PRP8_domainIV,200.76200000000003,0.0,5845.5,91.06558653995948
UFC1,200.651,,5842.0,91.01106091291477
Cytochrom_B558a,200.60299999999998,0.0,5841.0,90.99548216233057
Coatamer_beta_C,200.368,0.0,5839.5,90.97211403645427
Coatomer_b_Cpla,200.368,0.0,5839.5,90.97211403645427
IL3,199.84675,132.7645,5838.0,90.94874591057797
Romo1,199.559,,5837.0,90.93316715999377
Complex1_30kDa,199.104,0.0,5836.0,90.91758840940956
Acyl_transf,198.91833333333332,288.9430251197169,5835.0,90.90200965882535
AIG2,198.116,0.0,5834.0,90.88643090824115
SHNi-TPR,198.0171111111111,52.463043705651614,5833.0,90.87085215765696
NAD_Gly3P_dh_N,197.958,101.74799999999999,5831.5,90.84748403178065
NAD_Gly3P_dh_C,197.958,101.74799999999999,5831.5,90.84748403178065
Pox_A_type_inc,197.149,0.0,5830.0,90.82411590590435
BcrAD_BadFG,197.00399999999993,0.0,5829.0,90.80853715532014
Pyr_redox_dim,196.49790322580648,111.7663653509274,5828.0,90.79295840473594
TIP120,196.49000000000004,134.23140600619513,5827.0,90.77737965415173
eIF2_C,196.465,80.95085859334662,5826.0,90.76180090356752
Ribosomal_L28e,196.09900000000002,116.99817930891061,5825.0,90.74622215298332
DUF1081,196.047,0.0,5823.0,90.71506465181493
ApoB100_C,196.047,0.0,5823.0,90.71506465181493
DUF1943,196.047,0.0,5823.0,90.71506465181493
NINJA_B,195.959,0.0,5821.0,90.68390715064652
Ndr,195.64846551724145,118.04148668251385,5820.0,90.66832840006231
DUF5600,195.2964,62.95099710303775,5819.0,90.65274964947811
MitMem_reg,194.88315384615387,57.2148931352175,5818.0,90.6371708988939
DZF,194.20256000000015,133.06731590254108,5817.0,90.6215921483097
PHF5,194.157,,5816.0,90.60601339772549
NADH-G_4Fe-4S,193.862,0.0,5814.0,90.5748558965571
NADH_dhqG_C,193.862,0.0,5814.0,90.5748558965571
Molybdopterin,193.862,0.0,5814.0,90.5748558965571
FtsK_SpoIIIE,193.7600454545454,78.41423023944988,5812.0,90.54369839538869
Paf67,193.693,0.0,5811.0,90.52811964480448
CRM1_repeat,193.509,0.0,5810.0,90.51254089422028
Mesd,193.295,0.0,5809.0,90.49696214363607
Aldedh,192.91952941176476,211.24266120598648,5808.0,90.48138339305187
RRM,192.90901246719108,253.92794672475168,5807.0,90.46580464246767
DUF1899,192.74468750000017,188.7645050529336,5806.0,90.45022589188346
Ribosomal_L1,192.36645454545453,91.10598269198752,5805.0,90.43464714129927
RPN6_N,191.98300000000003,0.0,5803.5,90.41127901542296
RPN6_C_helix,191.98300000000003,0.0,5803.5,90.41127901542296
Peptidase_M16,191.21338461538457,163.3238369904594,5802.0,90.38791088954665
DUF866,190.468,,5801.0,90.37233213896245
Ribosomal_S14,190.20533333333333,112.57579693847757,5800.0,90.35675338837825
tRNA-synt_1c_C,190.121,79.03636504799547,5799.0,90.34117463779404
NTR,189.96314705882355,422.97777157765154,5798.0,90.32559588720984
Clathrin,189.93897905759204,273.75522026115067,5797.0,90.31001713662565
ACBP,189.6732631578947,283.3622608363996,5796.0,90.29443838604143
Isochorismatase,189.338,0.0,5795.0,90.27885963545724
EHD_N,188.8791818181818,63.39978559714249,5794.0,90.26328088487303
zf-PARP,188.73355555555554,176.14624431925247,5793.0,90.24770213428882
YABBY,188.337,0.0,5792.0,90.23212338370462
ECH,187.8329787234042,150.0669696617349,5791.0,90.21654463312042
Oxidored_q4,187.045,,5790.0,90.20096588253621
Calsequestrin,186.77429999999998,194.98151438422735,5789.0,90.18538713195201
DUF4749,186.48274193548386,118.9842518543155,5788.0,90.16980838136782
Band_7_C,185.836,0.0,5787.0,90.15422963078362
Epiglycanin_TR,185.82999999999996,0.0,5786.0,90.1386508801994
PRKCSH,185.54582142857143,241.3034423794077,5785.0,90.1230721296152
ELFV_dehydrog_N,185.46375,220.1005668421824,5784.0,90.107493379031
AIRS_C,185.31222222222212,49.844919424252836,5783.0,90.09191462844679
NDUFB10,185.155,0.0,5782.0,90.07633587786259
Peptidase_M17,184.9695,173.57631697997664,5781.0,90.06075712727839
PHAT,184.7693076923077,51.60819081252063,5780.0,90.04517837669418
MCM_N,183.98715789473684,42.883672143062604,5779.0,90.02959962610998
RPN5_C,183.876,0.0,5778.0,90.01402087552577
DUF1907,183.198,0.0,5777.0,89.99844212494158
Tom22,183.01,,5776.0,89.98286337435736
CAF1C_H4-bd,182.99029411764707,56.90691887609615,5775.0,89.96728462377317
Coatomer_E,182.736,0.0,5774.0,89.95170587318897
Guanylin,182.5565,156.62344492603907,5773.0,89.93612712260476
PCMT,181.6539444444444,223.82286981856942,5772.0,89.92054837202056
IHABP4_N,181.55599999999998,188.895151672385,5771.0,89.90496962143636
Dppa2_A,181.05839999999998,98.65666080807722,5770.0,89.88939087085215
Herpes_gE,180.26925806451615,245.26387596599815,5769.0,89.87381212026794
Ribosomal_S7,180.18357142857144,190.54644104334702,5768.0,89.85823336968375
Prot_ATP_ID_OB,179.98150000000007,24.405543327044292,5767.0,89.84265461909955
LAP2alpha,179.811,0.0,5766.0,89.82707586851534
Thymopoietin,179.81099999999998,0.0,5765.0,89.81149711793114
GFRP,179.006,0.0,5764.0,89.79591836734694
CHORD,177.92014285714285,66.01930867307178,5763.0,89.78033961676273
Plectin,177.35665732758645,171.8283747339402,5762.0,89.76476086617853
AlaDh_PNT_C,177.1415,95.23939817263502,5760.5,89.74139274030223
AlaDh_PNT_N,177.1415,95.23939817263502,5760.5,89.74139274030223
AIMP2_LysRS_bd,177.09900000000002,0.0,5759.0,89.71802461442591
Colipase,177.086,,5757.5,89.69465648854961
Colipase_C,177.086,,5757.5,89.69465648854961
MitoNEET_N,177.00400000000002,77.936,5756.0,89.67128836267331
Septin,176.8170333333335,122.10204296889816,5755.0,89.65570961208911
NOP5NT,176.5914,26.14882261785413,5754.0,89.6401308615049
DUF5082,176.305,0.0,5753.0,89.6245521109207
Malectin,176.18,0.0,5752.0,89.60897336033649
ARPC4,175.832,0.0,5751.0,89.5933946097523
MVP_shoulder,175.721,0.0,5750.0,89.57781585916808
Vault,175.72099999999975,0.0,5749.0,89.56223710858389
Peptidase_C1,175.40037254901964,136.40525814336635,5748.0,89.54665835799969
DUF4750,175.337,,5747.0,89.53107960741548
Rpn9_C,175.11,,5746.0,89.51550085683128
Gal-bind_lectin,174.78383018867956,382.79235880710223,5745.0,89.49992210624707
Translin,174.526,60.74790885289796,5744.0,89.48434335566287
STAT1_TAZ2bind,174.241,0.0,5743.0,89.46876460507866
Smac_DIABLO,174.193,0.0,5742.0,89.45318585449446
eIF-3_zeta,173.314,0.0,5741.0,89.43760710391027
Glycophorin_A,173.2493333333333,284.6202855028959,5740.0,89.42202835332606
DUF3385,173.05183999999997,86.57869894286932,5739.0,89.40644960274186
TCR_zetazeta,172.91733333333335,86.52228869102653,5738.0,89.39087085215766
Prenylcys_lyase,172.3732857142857,80.71474323342728,5737.0,89.37529210157345
RBM1CTR,172.28785714285723,176.19158271777178,5736.0,89.35971335098924
dUTPase,172.184,0.0,5735.0,89.34413460040504
DUF423,171.736,0.0,5734.0,89.32855584982083
Glutaredoxin,171.72700000000003,79.73939658537678,5733.0,89.31297709923663
ApoLp-III,171.564,0.0,5732.0,89.29739834865244
Vps4_C,171.23521875,306.42653818932286,5731.0,89.28181959806824
Rotamase,171.14220000000006,55.054716465228175,5730.0,89.26624084748403
EB1,170.54737500000002,92.44962603484205,5729.0,89.25066209689983
PTPA,170.40900000000002,0.0,5728.0,89.23508334631562
ALG3,170.294,0.0,5727.0,89.21950459573141
MMS1_N,170.0565714285714,69.9738937799325,5725.5,89.19613646985512
CPSF_A,170.0565714285714,69.9738937799325,5725.5,89.19613646985512
PNP_UDP,169.48135714285715,163.1206610648916,5724.0,89.1727683439788
COX7a,169.45418181818178,85.69294375946969,5723.0,89.1571895933946
SNase,169.0216363636364,191.3202872699457,5722.0,89.14161084281041
Amidohydro,167.89086842105263,207.3093300881,5721.0,89.12603209222621
Stathmin,167.69912499999995,246.82784297993004,5720.0,89.110453341642
Asp-B-Hydro_N,167.543375,110.34510578302898,5719.0,89.09487459105779
Intein_splicing,167.146,0.0,5718.0,89.07929584047359
CathepsinC_exc,166.896,0.0,5717.0,89.06371708988938
COX3,166.894,,5716.0,89.04813833930518
Vitellogenin_N,166.5306666666667,45.726506976442735,5715.0,89.03255958872099
GSHPx,166.28839285714295,146.57322093432407,5714.0,89.01698083813677
MHC_I,166.26242372881364,351.06106031543874,5713.0,89.00140208755258
eIF3_subunit,166.18,0.0,5712.0,88.98582333696837
2-oxogl_dehyd_N,165.86233333333334,62.51261122898857,5711.0,88.97024458638415
CPSase_L_D2,165.85592307692312,298.08398621365126,5710.0,88.95466583579996
COX6B,165.62,198.26120122959003,5709.0,88.93908708521576
Vps35,165.6,0.0,5708.0,88.92350833463156
Nas2_N,165.585,0.0,5707.0,88.90792958404735
PGM_PMM_II,165.5398333333333,88.16054026698491,5706.0,88.89235083346315
Fasciclin,165.5135666666668,146.21408533790057,5705.0,88.87677208287896
Arg_tRNA_synt_N,165.01250000000002,49.17100000000001,5704.0,88.86119333229475
Trypsin,164.96395959595984,404.89092036342527,5703.0,88.84561458171054
JUPITER,164.70952000000005,26.227895784069304,5702.0,88.83003583112634
CoA_trans,164.45499999999998,117.8734735451535,5701.0,88.81445708054213
GATase,163.28402777777777,223.93030956801664,5700.0,88.79887832995793
Myosin_tail,163.13006122448976,311.17741547256236,5699.0,88.78329957937373
DUF1075,162.94175,91.7825,5698.0,88.76772082878954
TRAP-gamma,162.736,0.0,5697.0,88.75214207820532
Endosulfine,162.47733333333335,12.01639115264367,5696.0,88.73656332762113
Ala_racemase_N,162.474,0.0,5695.0,88.72098457703692
TIP49,162.38023529411768,94.49053431860874,5694.0,88.7054058264527
NADHdh_A3,162.338,0.0,5693.0,88.68982707586851
Complex1_51K,162.33199999999997,0.0,5691.0,88.6586695747001
SLBB,162.33199999999997,0.0,5691.0,88.6586695747001
NADH_4Fe-4S,162.33199999999997,0.0,5691.0,88.6586695747001
SapA,161.2162222222222,113.48984775826622,5689.0,88.6275120735317
CD36,160.90713333333332,52.1205394074525,5688.0,88.6119333229475
KH,160.7163195164079,197.41915427077848,5687.0,88.5963545723633
Comm,160.606,0.0,5686.0,88.58077582177908
vATP-synt_E,160.32833333333335,109.8911181867458,5685.0,88.56519707119489
2-oxoacid_dh,159.99450000000002,67.69734765938313,5684.0,88.54961832061068
VOMI,159.993,,5683.0,88.53403957002648
STT3,159.81279999999998,40.21194436372246,5682.0,88.51846081944228
Vps5,159.6442592592593,122.98382076660847,5681.0,88.50288206885807
DUF5915,158.727,0.0,5680.0,88.48730331827387
PheRS_DBD2,158.638,0.0,5678.0,88.45614581710547
PheRS_DBD1,158.638,0.0,5678.0,88.45614581710547
PheRS_DBD3,158.638,0.0,5678.0,88.45614581710547
CutA1,158.631,0.0,5676.0,88.42498831593706
ThiF,158.29916326530616,190.88397941805593,5675.0,88.40940956535286
Mago-bind,158.168,,5674.0,88.39383081476865
PNP_phzG_C,157.824,0.0,5672.5,88.37046268889235
Putative_PNPOx,157.824,0.0,5672.5,88.37046268889235
Nop16,157.761,0.0,5671.0,88.34709456301604
LIM,157.46220695652178,234.21806600537204,5670.0,88.33151581243183
GARS_C,157.343,0.0,5668.0,88.30035831126342
GARS_N,157.343,0.0,5668.0,88.30035831126342
GARS_A,157.343,0.0,5668.0,88.30035831126342
CNRIP1,157.2,0.0,5666.0,88.26920081009503
NDUF_B5,156.778,0.0,5665.0,88.25362205951083
3Beta_HSD,156.37945454545456,176.2906276864222,5664.0,88.23804330892662
Tma16,155.564,0.0,5663.0,88.22246455834242
