Gn,Mean-copy-number,mean,std
ITGAE,3.668,3.668,
NPTX2,4.601,4.601,
OR51F1,28.996,28.996,0.0
TBC1D22B,17.737,17.737,
TMEM109,138.553,138.553,
THAP2,13.887,13.887,0.0
TRABD,21.439,21.439,0.0
USP15,36.173,36.173,0.0
EPGN,3.775,3.775,
FBF1,52.627,52.627,0.0
RDH16,208.344,208.344,
CFAP57,5.67,5.67,0.0
TPD52L2,315.774,315.774,0.0
PLA2G4D,5.549,5.549,
GYS2,17.945,17.945,
ZNF419,0.053,0.053,
GTF2H2,14.649,14.649,0.0
WNT16,5.526,5.526,0.0
SOWAHC,26.269,26.269,
TOMM40,174.558,174.558,0.0
ERO1A,155.923,155.923,0.0
CBX6,17.119,17.119,0.0
HTR4,29.851,29.851,
CTC1,8.063,8.063,0.0
OR6A2,20.374,20.374,
ZCCHC17,41.864,41.864,0.0
TDO2,2.407,2.407,0.0
EAF1,25.67,25.67,0.0
HPGD,69.476,69.476,0.0
GOT1L1,5.459,5.459,0.0
UBE2K,147.027,147.027,
SCGB2A1,7.34,7.34,
PLA2G12A,33.034,33.034,0.0
SFRP2,19.241,19.241,
MAFG,20.188,20.188,0.0
RAB11A,278.6,278.6,0.0
PELI2,5.688,5.688,0.0
ACSS2,73.002,73.002,0.0
C8G,168.829,168.829,
WDR3,29.313,29.313,0.0
MED28,42.359,42.359,0.0
ZCWPW1,5.965,5.965,
RPP21,20.708,20.708,
PTPN7,26.55,26.550000000000008,0.0
ZNF267,3.448,3.448,0.0
IFNL1,5.825,5.825,
MGME1,36.795,36.795,0.0
TTLL3,54.197,54.197,0.0
SEMA3A,2.534,2.534,0.0
HNRNPA0,349.073,349.073,
KRT26,37.018,37.018,
FAM72D,0.054,0.054,
DMRTA1,1.344,1.344,
FAM149A,1.292,1.292,0.0
KIAA1210,47.255,47.255,
IL3RA,5.829,5.829,0.0
SLC5A8,9.286,9.286,
TSNARE1,12.867,12.867,0.0
LGI2,3.22,3.22,0.0
WDR76,29.621,29.621,0.0
BTF3L4,177.011,177.011,0.0
CNTN3,6.073,6.073,
EFNA5,12.973,12.973,0.0
TNFSF12,7.134,7.134,0.0
P2RY11,14.921,14.921,
AGMO,16.217,16.217,0.0
ZBTB24,3.466,3.466,
ARHGEF39,3.867,3.867,
DMBT1,309.217,309.217,
PGLYRP1,175.106,175.106,
MGARP,147.418,147.418,
PIM2,9.98,9.98,0.0
GCNA,9.283,9.283,
CYREN,12.184,12.184,0.0
KRT20,97.055,97.055,
HSD3B2,430.13,430.13,0.0
KCNK13,9.544,9.544,
LAMTOR1,137.442,137.442,0.0
PUM1,37.645,37.644999999999996,0.0
NSL1,25.837,25.837,0.0
NME2,753.915,753.915,0.0
STPG4,10.333,10.333,0.0
TLE6,0.69,0.69,0.0
USP51,5.48,5.48,
TRIM43,11.098,11.098,
EIF5A,932.546,932.546,0.0
LBX2,7.371,7.371,
DEFB118,9.985,9.985,
NPIPA9,0.589,0.589,
ESM1,20.271,20.271,0.0
TNFAIP8,80.071,80.071,0.0
H2AC19,526.278,526.278,
CDH1,103.051,103.051,0.0
CYP4V2,11.152,11.152,
PHF3,25.333,25.333,0.0
TSPAN32,19.691,19.691,0.0
ARMC5,117.233,117.233,0.0
STIM2,17.793,17.793000000000003,0.0
ERICH6B,5.041,5.041,
B3GNT3,7.576,7.576,0.0
CLPP,87.54,87.54,0.0
MPZL1,59.323,59.323,0.0
NUP93,90.687,90.687,0.0
PGAP6,8.817,8.817,0.0
ETV3,8.061,8.061,
NDUFAF6,23.122,23.122000000000003,0.0
OR2C3,0.955,0.955,
EPHB1,3.956,3.956,0.0
GCDH,117.681,117.681,0.0
IMPDH1,44.027,44.027,0.0
MIP,16.732,16.732,
NMRAL1,43.561,43.561,0.0
PCNT,12.163,12.163,0.0
RTN4IP1,43.176,43.176,0.0
SLC31A1,59.086,59.086,
TDGF1,11.112,11.112,0.0
EMD,193.512,193.512,0.0
RAD23A,155.094,155.094,0.0
CPSF4L,3.142,3.142,0.0
EIF4E2,52.746,52.746,0.0
MINDY4B,3.182,3.182,
MOB1A,87.429,87.429,
RCCD1,18.11,18.11,0.0
SLC25A41,14.106,14.106,
SOHLH2,0.989,0.989,
SLC17A8,5.381,5.381,
DAXX,14.994,14.994,0.0
TMEM121,11.989,11.989,
ZDHHC20,16.113,16.113,0.0
BTBD10,11.327,11.327,0.0
CMBL,298.946,298.946,
OR4N2,2.055,2.055,0.0
ACVRL1,8.147,8.147,0.0
PLEKHG5,4.39,4.39,0.0
HAAO,143.767,143.767,0.0
KRTAP13-4,7.575,7.575,
MC5R,19.19,19.19,
METTL2B,43.402,43.40200000000001,0.0
PRR4,1262.345,1262.345,
PDZD4,12.047,12.047,0.0
RSL1D1,197.326,197.326,0.0
STON1,4.113,4.113,
RET,8.286,8.286,0.0
SOGA1,14.386,14.386000000000001,0.0
MCM4,143.632,143.632,0.0
PMP22,5.075,5.075,0.0
PLTP,57.334,57.334,
HTR2A,8.942,8.942,0.0
FAM118A,20.88,20.88,0.0
SLC49A4,28.494,28.494,0.0
USP36,21.903,21.903000000000002,0.0
ZNF354A,5.962,5.962,0.0
MOCS2,68.335,68.335,
C2orf50,12.033,12.033,
MICU3,7.836,7.836,0.0
SLC6A16,1.403,1.403,0.0
ZNF583,0.948,0.948,0.0
ZNF878,4.169,4.169,
MPEG1,9.784,9.784,
RAB3IP,17.965,17.965,0.0
ZC3H4,33.899,33.899,0.0
PDPK1,29.244,29.244,0.0
MMP8,54.787,54.787,0.0
FAM81B,2.742,2.7420000000000004,0.0
RBMY1E,4.845,4.845,
PIF1,1.847,1.847,
IGSF9,5.52,5.52,0.0
OR10A2,9.725,9.725,
CST5,412.146,412.146,
ZFP2,2.258,2.258,0.0
SUPT7L,35.623,35.623,
GPR21,1.638,1.638,
TMEM185B,0.858,0.858,
CD58,40.795,40.795,0.0
MINDY4,7.001,7.001,
PIK3R5,4.992,4.992,0.0
VEGFC,2.758,2.758,
APOBEC3C,39.733,39.733,
GPR161,6.324,6.324,0.0
MUTYH,12.13,12.129999999999997,0.0
CPNE5,8.474,8.474,
ASIC4,8.753,8.753,
DHX8,21.904,21.904,0.0
URAD,2.737,2.737,
BAGE,0.026,0.026,
FXYD6-FXYD2,34.67,34.67,
FABP12,2.492,2.492,0.0
NUP133,41.946,41.946,
TBC1D25,8.909,8.909,
NXPH4,1.466,1.466,0.0
UBE2D3,121.991,121.991,0.0
IFNA4,2.947,2.947,
VASH2,15.005,15.005,
BTBD18,2.144,2.144,0.0
F12,102.442,102.442,
FAM228B,3.075,3.075,
PRRG1,10.298,10.298,0.0
UBE3C,36.017,36.017,0.0
PTPA,170.409,170.40900000000002,0.0
FCGRT,52.027,52.027,0.0
MTHFD1L,35.329,35.329,0.0
FIG4,13.326,13.325999999999999,0.0
SLAMF7,34.69,34.69,0.0
TLR7,1.856,1.856,
OR4P4,5.801,5.801,
TEX30,42.9,42.9,0.0
TMEM127,53.904,53.904,0.0
TBC1D3I,1.947,1.947,
EMC3,51.074,51.074,0.0
CLDN1,68.141,68.141,
DYM,12.896,12.896,0.0
MANBA,21.423,21.423,0.0
KCNH2,13.168,13.168,
OTOR,14.741,14.741,
FGF18,9.624,9.624,
ZNF502,3.38,3.38,0.0
MSS51,8.137,8.137,0.0
ATP1A1,379.312,379.312,0.0
DCTN5,60.638,60.638,0.0
HSF1,20.634,20.634,0.0
SBK2,8.376,8.376,
DIPK1C,4.437,4.437,
DNAL1,25.932,25.932,0.0
FOXD4L4,3.445,3.445,
MICAL2,16.143,16.143,0.0
NBPF26,0.562,0.562,
RNF5,13.615,13.615,
SHH,2.831,2.831,0.0
ZMYM3,27.415,27.415,0.0
HINT1,1286.193,1286.193,
PRDX1,3216.726,3216.726,0.0
FBXL8,13.075,13.075,
SH2D7,7.381,7.381,0.0
ZDHHC3,24.155,24.155,
MYCBP,119.614,119.614,
C8orf82,84.576,84.576,0.0
CA7,5.974,5.974,
P2RX5,17.509,17.509,
ZSWIM6,3.197,3.197,
DNAJB1,113.914,113.914,0.0
SHLD3,0.499,0.499,
TSC22D1,50.113,50.113,0.0
PTGES3L-AARSD1,27.789,27.789,
MRGPRX2,5.81,5.81,
NOL7,61.048,61.048,0.0
CLMN,16.21,16.21,0.0
CBWD3,4.438,4.438,
CEP57,11.643,11.643,0.0
DIDO1,31.167,31.167,
TM9SF4,74.514,74.514,0.0
C17orf50,14.622,14.622,0.0
CLIP3,4.499,4.499,0.0
STAT4,7.763,7.763,0.0
TMEM9,44.318,44.318,0.0
KIAA0040,0.339,0.339,
ZFP28,3.843,3.843,0.0
ALG12,13.984,13.984,0.0
HNRNPA3,826.757,826.757,0.0
PPL,90.106,90.106,0.0
SOCS1,15.025,15.025,
SOX21,2.879,2.879,
AGR3,141.511,141.511,0.0
NF2,22.873,22.873,
CD74,126.552,126.552,0.0
FBXL19,8.291,8.290999999999999,0.0
C7orf33,14.886,14.886,
DPY19L2,10.018,10.018,0.0
HABP2,38.113,38.113,
CCND2,7.905,7.905,0.0
ME1,75.847,75.847,
POMK,26.447,26.447,0.0
BTBD8,7.803,7.803,0.0
FNIP1,7.518,7.518,0.0
TRIB2,4.242,4.242,0.0
LCN1,503.534,503.534,
SMURF2,3.095,3.095,0.0
PRMT7,22.027,22.027000000000005,0.0
UGT2B7,159.399,159.399,0.0
VDAC3,384.931,384.931,0.0
CFAP99,4.071,4.071,
CTSL,120.548,120.548,0.0
MAP9,18.486,18.486,0.0
MRPL49,63.98,63.98,0.0
PPP1R3D,24.163,24.163,
ZDHHC9,33.528,33.528,0.0
ZNF729,0.697,0.697,
AFAP1L2,16.818,16.818,
AUH,73.402,73.402,
RNF8,68.38,68.38,0.0
UBE2V2,105.354,105.354,
KIR2DL3,1.066,1.066,0.0
GALP,1.065,1.065,
MGST3,519.237,519.237,0.0
NCCRP1,111.648,111.648,
PAIP2,62.741,62.74100000000001,0.0
ACADS,166.168,166.168,
ADGRE2,3.256,3.256,0.0
SYK,46.47,46.47,
ABCB6,29.22,29.22,0.0
SRD5A3,27.959,27.959,0.0
BEND5,100.117,100.117,
SELENOP,61.754,61.754,
NUPR1,179.85,179.85,
GCSH,136.604,136.604,0.0
FPR2,31.133,31.133,0.0
NHLRC2,83.553,83.553,
ENY2,124.879,124.87899999999999,0.0
GET1,14.003,14.003,0.0
PCDHB14,3.976,3.976,
REEP3,32.499,32.499,
UNC79,6.349,6.349,0.0
PDE12,51.092,51.092,0.0
CLEC18C,1.105,1.105,0.0
BORCS7,44.33,44.33,
RAB33B,25.01,25.01,
KIAA0825,14.018,14.018,
GOLGA8G,0.613,0.613,
FAXDC2,14.052,14.051999999999996,0.0
XYLT1,12.489,12.489,
ZNF10,2.9,2.9,0.0
ING1,34.803,34.803,0.0
TBCE,52.818,52.818,
ZBTB41,5.588,5.588,
TMEM75,0.804,0.804,
TMEM143,18.245,18.245,0.0
STARD6,2.346,2.346,0.0
ZNF780A,1.453,1.4529999999999998,0.0
GLRX,351.441,351.441,
KLC1,33.255,33.255,0.0
SPRR3,1964.986,1964.986,0.0
VSIG1,67.936,67.936,
HIGD1A,124.169,124.169,
RORB,2.956,2.956,
MARCHF9,13.698,13.698,
C1RL,100.633,100.633,0.0
AKR1D1,69.208,69.208,
MYO9A,6.651,6.650999999999998,0.0
RABIF,49.491,49.491,
SLC17A7,64.573,64.573,0.0
TMEM119,57.452,57.452,0.0
RALGAPA1,20.244,20.244,0.0
INSL3,15.438,15.438,0.0
TMEM47,39.072,39.072,
BLOC1S3,32.006,32.006,0.0
CRTC3,12.329,12.329,
SEZ6L,3.211,3.211,0.0
KIF14,16.499,16.499,
RPL8,1188.363,1188.363,0.0
NDRG2,298.919,298.9189999999999,0.0
POLD4,11.742,11.742,0.0
ATF5,7.353,7.352999999999999,0.0
NELFB,41.979,41.979,
TSPAN13,41.584,41.584,
XIRP2,1.457,1.457,0.0
SHISA7,12.123,12.123,0.0
RABL2A,14.35,14.35,0.0
TNFSF15,21.815,21.815,0.0
N4BP1,17.239,17.239,0.0
SENP3-EIF4A1,44.309,44.309,
PRKCI,37.731,37.731,
CCDC74B,9.193,9.193,0.0
DNAH7,1.053,1.053,0.0
TBC1D14,10.719,10.719,0.0
TCEAL8,9.093,9.093,
PACSIN3,70.016,70.016,0.0
RCOR1,35.936,35.936,0.0
LIN9,32.856,32.856,0.0
F13A1,376.304,376.304,0.0
APLN,2.448,2.448,
NALCN,3.247,3.247,
MYL4,164.516,164.516,0.0
DOCK6,15.597,15.597,0.0
DYNC2LI1,37.963,37.963,0.0
ARGLU1,94.321,94.321,
GRSF1,50.555,50.555,0.0
NT5C,111.387,111.38699999999999,0.0
AKR1C2,376.819,376.819,0.0
CHIT1,13.35,13.35,0.0
KDM5C,12.22,12.22,0.0
MEST,57.001,57.00099999999999,0.0
NPL,51.549,51.549,0.0
PTPN11,71.935,71.935,0.0
PKDREJ,2.987,2.987,
PSMB11,4.731,4.731,
THAP12,25.008,25.008,0.0
EEF1A1P5,2962.892,2962.892,
TDRD15,0.553,0.553,
ZNF703,5.193,5.193,
CEP85L,4.075,4.075,0.0
SLC2A4,14.596,14.595999999999998,0.0
TCF7L1,9.958,9.958,0.0
MYZAP,31.746,31.746,0.0
TSEN34,22.426,22.426,0.0
ARF1,449.023,449.023,
GAGE8,12.645,12.645,
MMP13,5.776,5.776,0.0
SHISA5,138.044,138.044,0.0
C1orf52,34.215,34.215,
UPF3B,46.351,46.351,0.0
POC1B,7.114,7.114,0.0
HCAR3,4.707,4.707,
C12orf57,71.983,71.983,0.0
MYO1E,31.429,31.428999999999995,0.0
CA5B,21.698,21.698,0.0
NEURL1,6.247,6.247,0.0
ZNF587B,3.177,3.177,0.0
GOLGA6A,2.265,2.265,
GRK1,23.893,23.893,
CNN1,1811.637,1811.637,0.0
ATP5F1A,1450.48,1450.4799999999998,0.0
MRPL24,66.118,66.118,0.0
UCK1,22.555,22.555,
UQCRFS1,243.748,243.748,
RTTN,10.026,10.026,0.0
RPS2,489.512,489.512,0.0
WWP1,12.086,12.086,0.0
DYNLT1,77.243,77.243,
ZNF444,4.43,4.43,0.0
OR6C6,3.363,3.363,
JRKL,10.518,10.518,
DTWD2,15.862,15.862,0.0
MGRN1,30.38,30.380000000000003,0.0
NEK3,15.431,15.431,0.0
JMY,15.11,15.11,
TPPP2,16.695,16.694999999999997,0.0
DCAF8L1,2.657,2.657,
AQP8,27.717,27.717,0.0
CORO7-PAM16,49.627,49.627,
LOXL3,6.433,6.433,0.0
RBM7,28.781,28.781,0.0
TOMM20,73.452,73.452,
ZNF174,13.161,13.161,0.0
CSH1,467.927,467.92699999999996,0.0
CRYGD,640.701,640.701,
USP17L17,0.251,0.251,0.0
TRMU,27.733,27.733,0.0
SOX12,39.164,39.164,
SIPA1L1,16.638,16.638,0.0
MAGEB10,2.71,2.71,
CYP2C19,25.151,25.151,0.0
MUC5B,129.626,129.626,0.0
HGH1,18.917,18.917,
RAB40AL,0.15,0.15,
SUMO3,412.113,412.113,0.0
NOP56,157.495,157.495,0.0
KCNAB2,49.673,49.673,0.0
SMIM19,15.408,15.408,0.0
SAFB2,56.309,56.309,0.0
ST8SIA2,3.348,3.348,
CNDP1,28.437,28.437,0.0
DIPK1A,12.625,12.625,0.0
GALNT8,2.893,2.8929999999999993,0.0
CACNG7,3.28,3.28,0.0
KLRC4-KLRK1,1.192,1.192,0.0
CYP51A1,102.149,102.149,0.0
ALPI,7.214,7.214,
INS,20.005,20.005,
LMBR1L,2.523,2.523,0.0
MRM1,18.15,18.15,0.0
MTHFR,19.982,19.982,0.0
MEIS3,4.445,4.445,0.0
ACAP2,43.798,43.798,0.0
MIR9-1HG,7.915,7.915,
TDRD3,20.327,20.327,0.0
EMC2,48.437,48.43699999999999,0.0
PDLIM2,44.806,44.806,
GPATCH8,23.973,23.973,0.0
APOL6,4.061,4.061,
GPR119,5.952,5.952,
KLHL17,5.602,5.602,0.0
PDGFRB,25.808,25.808,0.0
BTK,16.87,16.87,0.0
DDX12P,13.772,13.772,
IL12B,13.349,13.349,
SUGP1,44.081,44.08100000000001,0.0
ANKRD20A3P,0.905,0.905,
CCL19,68.848,68.848,0.0
COPE,182.736,182.736,0.0
TOP3A,35.918,35.918,0.0
GOLGA6L22,1.876,1.876,
AGAP2,11.106,11.106,0.0
MS4A13,1.434,1.434,0.0
PRKACA,132.199,132.199,0.0
NPY1R,4.292,4.292000000000001,0.0
SFMBT2,8.981,8.981,0.0
VRTN,54.165,54.165,0.0
PFKFB3,37.934,37.934,0.0
GOLGA8F,0.613,0.613,
ARHGEF16,21.662,21.662,0.0
GLYR1,47.268,47.268,0.0
C5orf67,1.02,1.02,
CEACAM16,4.977,4.977,
INMT-MINDY4,22.426,22.426,
MTCP1,7.766,7.766,
NIBAN3,7.294,7.294,0.0
GOLM2,25.653,25.653000000000002,0.0
XAGE2,11.742,11.742,
LGALS8,31.263,31.263,0.0
MCAM,167.643,167.643,
URB2,27.694,27.694,0.0
OR8B2,7.281,7.281,
PTX4,6.852,6.852,0.0
DIAPH1,86.279,86.279,0.0
VPS4A,55.43,55.43,
BARHL1,4.122,4.122,
TMEM106C,21.378,21.378,0.0
AP3B1,53.477,53.477,0.0
VPS29,329.606,329.606,0.0
CST4,1349.109,1349.109,
PHYHIP,24.464,24.464,0.0
RAB11FIP2,6.309,6.309,
ACRBP,28.339,28.339,0.0
VPS37D,21.558,21.558,0.0
INTS14,33.171,33.171,0.0
DNAJC2,41.761,41.761,0.0
PLCXD2,5.212,5.212,
NLRP5,2.151,2.151,0.0
ASB15,5.5,5.5,0.0
PARP10,11.858,11.858000000000002,0.0
NAP1L1,311.668,311.66800000000006,0.0
CDH3,6.225,6.225,0.0
SLC30A1,38.455,38.455,
HYDIN,38.146,38.14600000000001,0.0
ABCG1,6.915,6.915,0.0
HYOU1,272.923,272.92299999999994,0.0
CD274,18.937,18.937,
NGF,1.927,1.927,
CHADL,5.143,5.143,0.0
LRRC4,9.806,9.806,0.0
ADORA2A-AS1,0.265,0.265,
AMHR2,2.459,2.459,0.0
DNAJC25,37.483,37.483,
MID1,21.82,21.82,0.0
CIDEC,9.865,9.865,0.0
MT1M,58.755,58.755,0.0
PDK2,33.935,33.935,0.0
MYH2,127.276,127.276,0.0
PGAP3,14.08,14.080000000000002,0.0
RIPK3,8.683,8.683,0.0
SLC14A2,11.03,11.03,0.0
TRIM64B,0.953,0.953,
NPFF,1.733,1.733,
ZBTB25,4.174,4.174,0.0
ZNF268,1.723,1.723,0.0
ZNF772,2.214,2.214,
RAB39A,23.22,23.22,
GALE,125.627,125.627,0.0
HYPK,124.361,124.361,0.0
GATA1,9.611,9.611,0.0
INTS5,25.289,25.289,
COLEC12,13.039,13.039,
TMEM35A,60.0,60.0,
TM7SF3,8.679,8.679,0.0
YIPF7,0.926,0.926,0.0
CYYR1,63.671,63.671,
STAC3,6.146,6.146,0.0
KCNA1,13.727,13.727,
MFSD1,24.321,24.321,0.0
MTHFD2,179.493,179.493,0.0
ABCA4,5.187,5.187,0.0
ECEL1,11.321,11.321,
PAK6,5.286,5.2860000000000005,0.0
SERPING1,779.141,779.141,0.0
BCL2A1,8.26,8.26,
CLYBL,66.6,66.6,0.0
SLC43A3,23.284,23.284,
TLCD5,0.0,0.0,
OR2H2,12.196,12.196,
GALNT11,22.086,22.085999999999995,0.0
OXSR1,80.476,80.476,0.0
PLEKHM3,1.94,1.9400000000000002,0.0
BNC1,1.143,1.143,0.0
CCNC,27.298,27.298,0.0
KCNIP1,3.842,3.842,0.0
PTBP2,50.717,50.717,
XRN2,54.705,54.705,
ARMC1,52.835,52.835,0.0
FAM76B,16.96,16.96,0.0
CELA2A,51.776,51.776,
KLHL36,15.029,15.029,0.0
DKK3,145.282,145.282,0.0
EPS8L1,14.765,14.765,0.0
ALG10B,18.497,18.497,0.0
TRPC7,2.065,2.065,0.0
ZNF3,3.911,3.911,0.0
RTN2,29.636,29.636,0.0
PFKL,203.58,203.58,0.0
WDR64,1.758,1.7579999999999998,0.0
ITGAL,34.548,34.548,0.0
FCHO2,24.448,24.448,0.0
ACRV1,34.641,34.641,
CACNA1S,1.518,1.518,0.0
CCR3,3.178,3.1779999999999995,0.0
HRH3,27.838,27.838000000000005,0.0
MARCKS,552.852,552.852,
TMEM192,49.495,49.495,0.0
DUS1L,32.976,32.976,0.0
STK10,62.29,62.29,0.0
RBM11,0.683,0.683,
COPS7B,68.311,68.31100000000002,0.0
FAM81A,8.25,8.25,0.0
CNN2,285.963,285.963,0.0
LRRC53,1.218,1.218,
MKKS,6.334,6.334,
ZNF790,0.863,0.8629999999999999,0.0
STX16,15.316,15.316,0.0
GRAMD2A,6.139,6.139,0.0
EIF4A3,240.407,240.407,
NUP155,61.079,61.079,0.0
DPH6,45.39,45.39,0.0
NLRP10,3.059,3.059,0.0
EIF4E3,22.756,22.756,0.0
DCP1B,28.738,28.738,0.0
CCDC70,4.608,4.608,
NPHP1,4.545,4.545,0.0
POLR2I,73.031,73.031,0.0
USP1,16.253,16.253,0.0
CLEC18B,1.105,1.105,
NDUFA12,153.784,153.784,0.0
RPUSD2,27.269,27.269,0.0
C11orf96,10.077,10.077,0.0
FKBP1B,17.578,17.578,0.0
KCNJ9,7.888,7.888,
KDM1B,13.491,13.491,0.0
CCDC28A,12.072,12.072,0.0
MSANTD3-TMEFF1,17.56,17.56,
PDX1,7.94,7.94,
PLA2G2E,720.835,720.835,
PODXL2,26.56,26.56,
RELA,56.525,56.524999999999984,0.0
RPL21,709.641,709.641,0.0
SAFB,124.818,124.818,0.0
SPATA45,81.164,81.164,
IGFBP3,264.879,264.87899999999996,0.0
KIAA1586,25.627,25.627,0.0
SOX11,18.873,18.873,
RACK1,742.861,742.8610000000002,0.0
SRGAP2C,36.361,36.361,0.0
TNK2,13.745,13.745,0.0
PIGS,48.224,48.224,0.0
PDCD1LG2,22.177,22.177,
DMWD,7.079,7.079,0.0
PPT1,249.389,249.38900000000004,0.0
ADAMTS20,3.107,3.1070000000000007,0.0
RAB27A,78.552,78.552,0.0
RBM17,73.948,73.948,0.0
SPAG9,63.517,63.517,0.0
ACTL8,16.662,16.662,
CARD16,29.084,29.084,
TLDC2,16.489,16.489,0.0
CDK5,49.284,49.284,
FBXL12,42.291,42.291,0.0
MGMT,100.571,100.571,0.0
AP5B1,27.332,27.332,
DHX57,21.202,21.202,0.0
IGFBP6,48.665,48.665,0.0
NME6,31.639,31.639000000000003,0.0
NXNL1,4.782,4.782,
OPRK1,0.015,0.015,0.0
TBCA,839.162,839.1619999999999,0.0
ZNF117,2.411,2.411,
PCDH8,4.327,4.327,
PGR,6.839,6.839,0.0
TSC1,22.521,22.521,0.0
TRAPPC2,16.082,16.082,0.0
ITFG2,109.424,109.424,0.0
SLC35D1,59.877,59.877,
CLEC2L,9.719,9.719,
SYT5,13.901,13.901,0.0
CXADR,47.676,47.676,
ANKRD30BL,5.879,5.879,
MAP1A,36.024,36.024,0.0
BGN,745.637,745.637,
RNF10,22.663,22.663000000000004,0.0
CASD1,5.838,5.838,0.0
CDC42EP2,25.46,25.46,
TEX33,10.935,10.935,0.0
SCGB3A1,23.24,23.24,
PPP4R2,52.627,52.627,0.0
GXYLT2,12.57,12.57,0.0
SMARCA4,32.415,32.415,0.0
CHM,24.155,24.155,
PRR20E,0.022,0.022,
TRHR,3.582,3.582,
CSNK1D,68.154,68.154,
OR8J1,4.563,4.563,
AHSP,151.3,151.3,0.0
NCOA5,44.408,44.408,0.0
NUDT10,20.578,20.578,
H1-4,900.188,900.188,
CDC42EP5,10.279,10.279,
IGSF1,6.425,6.425,
IL6R,6.126,6.126,0.0
BMPR2,7.387,7.387,
MAFA,4.202,4.202,
RABGEF1,16.347,16.347,0.0
PRCP,66.842,66.842,0.0
SCN2A,4.25,4.25,
SLC25A12,89.984,89.984,0.0
CPZ,3.885,3.885,0.0
PPFIA4,3.893,3.8929999999999993,0.0
COX5A,261.355,261.355,0.0
TECTA,3.445,3.445,
XRRA1,5.067,5.067,0.0
FAM193A,33.155,33.155,0.0
DOCK1,20.364,20.364,0.0
ZNF680,4.073,4.073,
FASLG,2.726,2.726,
ARL6,27.83,27.83,0.0
HTR1E,10.285,10.285,
GPR32,6.485,6.485,
ETS1,15.964,15.964,0.0
CNBD1,4.1,4.1,0.0
RHBDL3,10.119,10.119,0.0
DMRT2,4.268,4.268,0.0
RNASE6,26.451,26.451,
SIPA1L2,9.17,9.17,
COBL,14.739,14.739,0.0
OR4C5,0.365,0.365,
SMIM8,22.453,22.453,0.0
GLS2,29.013,29.013,0.0
GYG1,186.211,186.211,0.0
ANKS3,4.268,4.268,0.0
AP2S1,131.108,131.108,0.0
KLF1,2.218,2.218,
LDB3,260.903,260.903,0.0
LUZP6,0.003,0.003,
ZNF124,5.765,5.765,
DPEP2,7.99,7.99,0.0
NDUFS5,378.643,378.643,
EIF4G3,25.582,25.582000000000004,0.0
INVS,5.785,5.785,
MRPL30,20.837,20.837,0.0
IRF1-AS1,1.526,1.526,
NFIB,20.988,20.988,0.0
POMZP3,4.221,4.221,0.0
PRORP,22.878,22.878,0.0
METRNL,1.214,1.214,
CCDC178,2.787,2.7869999999999995,0.0
ECE2,35.325,35.325,
LAX1,9.636,9.636,
PPP1R2,146.385,146.385,0.0
SKOR1,10.611,10.611,0.0
SLC35A1,24.103,24.102999999999998,0.0
ZNF484,4.426,4.426,
ZNF91,0.596,0.596,0.0
ADAR,79.349,79.349,
CIAO2B,82.32,82.32,0.0
ADPRH,25.137,25.137,0.0
JMJD6,53.803,53.803,0.0
HK2,52.184,52.184,0.0
AGT,390.148,390.148,
DTNA,40.836,40.836000000000006,0.0
JOSD2,14.322,14.322,0.0
ANKMY2,27.388,27.388,0.0
ATG7,36.149,36.149,0.0
KIR3DL1,8.154,8.153999999999998,0.0
NIT1,100.197,100.197,
OR4F5,7.984,7.984,
SLC38A2,87.096,87.096,0.0
SLC6A7,7.107,7.107,0.0
DNAH10,1.223,1.223,0.0
VTN,413.181,413.181,0.0
CDK11B,22.356,22.356000000000005,0.0
LRRN2,5.053,5.053,
RABL2B,14.041,14.041,0.0
IBA57,64.77,64.77,
LRFN3,3.304,3.304,
MSRB2,76.092,76.092,
RGPD1,1.974,1.974,
INPP4B,30.903,30.903,0.0
XRCC4,39.043,39.043,
ZC3HAV1L,54.941,54.941,
BHLHE22,9.11,9.11,
ANKRD27,19.078,19.078,0.0
ERN2,4.509,4.509,0.0
ANKK1,1.41,1.41,
MAMLD1,5.465,5.465,
SYNE2,25.969,25.968999999999998,0.0
CAMK2N1,10.716,10.716,
PAIP2B,37.651,37.651,
SPART,45.383,45.383,
UNC5C,3.417,3.417,0.0
MED15,33.497,33.49700000000001,0.0
MAGEB18,0.779,0.779,
MAP1LC3B,55.232,55.232,
PACSIN1,80.959,80.959,0.0
RNF14,28.788,28.788000000000004,0.0
SPTBN5,1.346,1.346,
DAD1,201.466,201.466,0.0
PASD1,7.276,7.276,
RPA3,119.813,119.813,0.0
LINC01559,1.532,1.532,
MROH2A,1.728,1.728,0.0
TMEM184C,32.641,32.641,0.0
DVL1P1,19.265,19.265,
LDHA,1461.302,1461.302,0.0
FAM167B,2.211,2.211,
MAGEA2B,4.387,4.387,
TRAM1,64.232,64.232,0.0
USP18,4.909,4.909,
FAM107B,41.735,41.73500000000001,0.0
ITGA9,20.706,20.706,0.0
PLCE1,1.596,1.596,
ZNF770,5.967,5.967,0.0
TTLL13P,3.11,3.11,
DUX4L4,0.887,0.887,
G6PC,25.381,25.381,0.0
FBXO8,6.669,6.669,0.0
GRAMD4,14.32,14.32,0.0
DUSP19,8.303,8.303,
IL4I1,18.98,18.98,0.0
MLX,41.085,41.085,
SRI,260.061,260.061,0.0
